id_nilai,nim,kode_matakuliah,nilai_angka,nilai_huruf
1676,240000976,MK09,72.33,A
1677,240000684,MK08,90.09,A
1678,240003707,MK10,75.82,B+
1679,240002470,MK07,80.24,B
1680,240002762,MK01,66.03,A
1681,240003555,MK09,72.18,C
1682,240001454,MK08,79.13,B+
1683,240000485,MK03,61.98,B+
1684,240001629,MK07,79.28,C
1685,240001568,MK07,94.06,C
1686,240001266,MK04,82.67,B+
1687,240003293,MK04,64.16,C
1688,240003362,MK10,95.04,B+
1689,240000411,MK06,76.51,B
1690,240003644,MK03,97.64,B
1691,240001210,MK05,96.12,B
1692,240002425,MK04,84.16,A
1693,240001564,MK03,99.31,B+
1694,240004334,MK05,65.49,B
1695,240000553,MK08,84.83,B
1696,240001945,MK01,91.21,B
1697,240002855,MK08,85.51,B
1698,240001849,MK06,80.47,B+
1699,240003577,MK05,78.88,B+
1700,240001028,MK06,68.31,A
1701,240000395,MK08,95.92,C
1702,240002965,MK05,72.99,B
1703,240001510,MK08,76.43,B
1704,240001667,MK04,66.51,C
1705,240004845,MK02,65.73,A
1706,240000070,MK03,74.25,B
1707,240004330,MK06,90.12,B+
1708,240002109,MK07,94.51,B
1709,240004511,MK04,84.01,C
1710,240003376,MK01,80.74,C
1711,240004496,MK09,71.47,B+
1712,240000062,MK10,60.94,B+
1713,240004694,MK01,95.46,A
1714,240000276,MK08,85.26,A
1715,240000612,MK06,63.37,A
1716,240004214,MK06,60.07,C
1717,240003836,MK06,77.79,B
1718,240000624,MK04,92.02,C
1719,240001348,MK07,91.3,C
1720,240000328,MK08,96.16,A
1721,240004091,MK10,73.51,B
1722,240003645,MK01,79.32,B
1723,240004521,MK07,83.31,B+
1724,240004744,MK01,79.26,B+
1725,240001927,MK06,69.81,C
1726,240000273,MK05,80.96,B+
1727,240004749,MK04,80.78,B+
1728,240003342,MK04,68.94,B
1729,240002586,MK06,79.56,B+
1730,240002094,MK10,99.15,C
1731,240001393,MK03,88.88,B
1732,240002316,MK09,99.49,B
1733,240002170,MK06,77.12,B
1734,240004418,MK03,88.37,B
1735,240003494,MK02,62.72,B
1736,240000863,MK01,62.07,A
1737,240003882,MK05,66.2,B+
1738,240001202,MK03,74.53,B
1739,240001856,MK04,79.6,C
1740,240004650,MK04,63.3,C
1741,240003679,MK06,97.68,A
1742,240003181,MK10,89.99,A
1743,240002122,MK05,98.83,A
1744,240004527,MK06,98.42,A
1745,240001078,MK08,90.4,B
1746,240002869,MK08,64.29,A
1747,240002333,MK06,61.71,B+
1748,240002334,MK06,99.18,B
1749,240000604,MK03,78.74,B+
1750,240004840,MK10,93.41,C
1751,240000096,MK09,94.02,C
1752,240004041,MK10,92.45,B
1753,240001864,MK02,79.18,A
1754,240001774,MK01,68.79,C
1755,240000460,MK08,91.16,B+
1756,240003681,MK09,68.01,A
1757,240000030,MK04,67.68,C
1758,240004274,MK03,65.1,B
1759,240000765,MK02,80.65,A
1760,240002986,MK05,98.4,B
1761,240001667,MK07,70.78,B
1762,240001433,MK02,62.46,B
1763,240004836,MK02,72.83,B+
1764,240002725,MK02,98.55,C
1765,240000228,MK02,63.28,B+
1766,240004820,MK05,95.04,A
1767,240000351,MK02,60.82,C
1768,240003495,MK04,61.77,B
1769,240000807,MK07,72.9,B
1770,240001722,MK06,82.01,B+
1771,240002000,MK05,95.98,C
1772,240001701,MK09,98.24,A
1773,240002500,MK10,64.81,B+
1774,240001606,MK10,69.48,A
1775,240001080,MK05,62.88,A
1776,240002374,MK02,63.47,B
1777,240001586,MK03,67.77,A
1778,240001691,MK03,98.05,B+
1779,240003145,MK03,95.15,A
1780,240004634,MK02,67.45,B
1781,240000365,MK06,88.6,A
1782,240001555,MK02,73.1,A
1783,240001555,MK03,95.15,A
1784,240003864,MK07,96.52,C
1785,240004381,MK04,76.77,C
1786,240001476,MK01,85.2,B
1787,240002457,MK09,92.23,B+
1788,240001128,MK10,80.61,B+
1789,240003015,MK08,63.48,B
1790,240002652,MK08,79.36,C
1791,240000460,MK09,90.58,B+
1792,240000598,MK10,69.65,A
1793,240004530,MK10,94.67,B+
1794,240001606,MK10,62.56,B
1795,240004088,MK06,94.66,B+
1796,240004757,MK10,75.38,A
1797,240004710,MK02,96.53,B
1798,240001933,MK07,87.14,B
1799,240004279,MK10,67.48,A
1800,240004346,MK08,89.98,B
1801,240003016,MK05,69.26,A
1802,240002581,MK04,80.43,B
1803,240000211,MK02,71.97,B+
1804,240001231,MK09,61.08,A
1805,240002487,MK05,92.63,C
1806,240000766,MK02,85.57,B+
1807,240004421,MK06,85.07,B
1808,240002276,MK08,85.27,A
1809,240003788,MK04,61.13,B+
1810,240002344,MK09,74.67,A
1811,240003999,MK07,78.73,B
1812,240003305,MK01,99.06,C
1813,240001166,MK03,60.46,A
1814,240000073,MK01,68.28,C
1815,240000795,MK09,85.54,B+
1816,240002060,MK04,98.54,B
1817,240003510,MK08,75.89,A
1818,240004180,MK06,66.16,C
1819,240000336,MK03,70.32,B
1820,240004650,MK04,89.67,B+
1821,240002623,MK06,78.89,B
1822,240004857,MK09,85.77,C
1823,240001042,MK09,71.24,A
1824,240002710,MK10,60.43,B+
1825,240004425,MK04,78.29,C
1826,240003075,MK06,76.63,B+
1827,240004445,MK06,97.73,B
1828,240000148,MK04,65.49,C
1829,240000132,MK07,75.77,C
1830,240001497,MK10,76.24,B
1831,240000206,MK03,91.69,C
1832,240003784,MK03,63.85,A
1833,240002280,MK03,73.51,B+
1834,240004648,MK03,98.67,B
1835,240000595,MK04,74.74,C
1836,240001249,MK10,62.87,A
1837,240003864,MK07,62.57,C
1838,240004761,MK06,95.11,A
1839,240004000,MK09,91.55,A
1840,240003160,MK03,95.16,A
1841,240000146,MK02,60.37,B
1842,240001671,MK01,87.72,B
1843,240003787,MK04,73.68,B
1844,240001927,MK10,84.7,A
1845,240002787,MK05,61.59,B
1846,240000479,MK07,84.36,A
1847,240003793,MK03,91.7,B+
1848,240004161,MK05,66.95,B
1849,240000608,MK06,78.79,C
1850,240002432,MK01,95.38,C
1851,240000842,MK06,92.59,A
1852,240003409,MK03,72.5,B
1853,240002953,MK04,61.62,C
1854,240000271,MK09,82.56,A
1855,240000577,MK07,63.75,B
1856,240002315,MK07,70.25,A
1857,240003505,MK09,99.14,B
1858,240002923,MK04,87.37,B
1859,240000757,MK05,95.22,C
1860,240000593,MK04,94.25,B+
1861,240004781,MK05,63.95,C
1862,240001898,MK03,68.23,B
1863,240004672,MK08,78.45,C
1864,240001566,MK10,92.47,C
1865,240003587,MK01,95.8,A
1866,240001985,MK09,78.38,A
1867,240001822,MK10,77.12,B
1868,240000482,MK09,81.23,C
1869,240004497,MK02,69.91,C
1870,240002185,MK03,72.13,C
1871,240002457,MK04,92.24,C
1872,240000376,MK03,88.47,B
1873,240003741,MK07,89.92,B
1874,240003353,MK05,92.42,B
1875,240003405,MK06,79.39,C
1876,240004505,MK03,65.18,A
1877,240004810,MK01,93.81,C
1878,240004536,MK08,84.12,B
1879,240002882,MK10,95.27,C
1880,240001657,MK05,98.63,B+
1881,240004744,MK10,77.01,B+
1882,240004366,MK08,66.55,A
1883,240003363,MK07,87.31,C
1884,240002702,MK01,64.38,B+
1885,240002495,MK04,87.26,C
1886,240004280,MK02,95.83,C
1887,240004324,MK02,81.0,B+
1888,240001371,MK08,61.32,B+
1889,240004905,MK04,77.97,C
1890,240004835,MK02,80.01,C
1891,240002740,MK01,67.26,B
1892,240002007,MK08,67.75,A
1893,240003081,MK10,62.2,A
1894,240001316,MK03,86.4,C
1895,240001900,MK10,83.65,B
1896,240003788,MK09,93.09,B
1897,240001062,MK08,60.87,B
1898,240000614,MK03,94.76,B
1899,240004664,MK06,86.99,A
1900,240003461,MK03,93.59,B+
1901,240003542,MK01,68.53,B+
1902,240000101,MK04,72.48,C
1903,240003278,MK09,93.64,B+
1904,240000810,MK04,78.62,B+
1905,240003720,MK02,70.82,B+
1906,240004057,MK09,84.55,C
1907,240001721,MK08,71.68,A
1908,240000715,MK10,69.48,B+
1909,240000075,MK01,70.24,B
1910,240004299,MK06,66.63,A
1911,240003858,MK09,85.99,B
1912,240000995,MK01,77.51,C
1913,240000859,MK05,94.75,C
1914,240002695,MK08,61.34,B+
1915,240000566,MK01,70.06,B
1916,240000016,MK01,99.43,B+
1917,240004975,MK03,75.56,C
1918,240000590,MK04,82.22,B+
1919,240002106,MK03,85.88,A
1920,240004287,MK08,63.09,C
1921,240002965,MK08,96.13,C
1922,240001888,MK03,61.41,B+
1923,240001952,MK07,99.37,B+
1924,240000524,MK07,83.97,B+
1925,240002724,MK07,87.57,B+
1926,240003107,MK03,62.98,B+
1927,240003551,MK08,81.93,B
1928,240000569,MK10,88.34,C
1929,240003169,MK04,89.35,C
1930,240003282,MK07,71.4,B
1931,240003651,MK01,88.71,A
1932,240000519,MK05,88.13,B
1933,240003813,MK09,75.94,B+
1934,240004101,MK02,61.42,C
1935,240002298,MK08,95.49,C
1936,240003573,MK01,85.71,C
1937,240003013,MK10,81.4,A
1938,240003869,MK07,79.3,B
1939,240001049,MK09,71.54,C
1940,240001170,MK08,70.5,C
1941,240001033,MK01,78.63,C
1942,240003312,MK01,81.62,C
1943,240000909,MK04,71.75,B
1944,240002534,MK01,60.17,A
1945,240001113,MK06,80.07,B+
1946,240004292,MK01,99.4,B
1947,240002730,MK04,77.37,C
1948,240002746,MK02,77.75,B+
1949,240002041,MK05,97.37,B
1950,240000803,MK09,84.75,A
1951,240000399,MK09,89.93,C
1952,240003277,MK07,84.76,C
1953,240002125,MK05,73.13,B+
1954,240004830,MK08,64.96,C
1955,240003897,MK02,65.93,C
1956,240004223,MK06,84.83,B
1957,240003396,MK06,88.15,A
1958,240000234,MK10,88.7,C
1959,240000176,MK02,61.79,A
1960,240000058,MK02,74.82,B+
1961,240000774,MK04,79.08,C
1962,240004806,MK01,60.56,A
1963,240001188,MK09,95.28,A
1964,240003163,MK08,64.51,C
1965,240001232,MK02,91.74,B+
1966,240002833,MK09,72.74,B+
1967,240004621,MK05,86.86,A
1968,240004673,MK03,87.72,B
1969,240004333,MK09,71.72,B
1970,240002434,MK03,79.38,C
1971,240004550,MK10,60.38,C
1972,240004852,MK10,97.57,A
1973,240003481,MK04,84.15,B
1974,240004666,MK04,92.83,C
1975,240003855,MK05,67.41,C
1976,240000856,MK05,97.31,C
1977,240003197,MK06,93.19,B+
1978,240001982,MK03,80.81,B
1979,240004587,MK04,78.23,A
1980,240003955,MK09,87.35,B
1981,240004749,MK05,92.3,A
1982,240000724,MK08,94.63,A
1983,240003221,MK02,70.31,C
1984,240004885,MK01,96.38,A
1985,240003010,MK06,65.83,B+
1986,240002145,MK04,90.12,B+
1987,240001124,MK04,69.3,C
1988,240002885,MK07,65.54,A
1989,240004838,MK04,90.11,C
1990,240000852,MK05,86.35,B+
1991,240001341,MK10,61.06,B
1992,240001546,MK07,91.64,B
1993,240000014,MK01,88.21,A
1994,240003994,MK10,86.9,B
1995,240003553,MK10,81.15,B+
1996,240003973,MK06,60.62,C
1997,240004121,MK06,84.88,B+
1998,240000809,MK10,72.41,A
1999,240000708,MK07,75.81,A
2000,240004711,MK03,90.84,A
2001,240003174,MK04,91.21,B
2002,240000591,MK05,97.67,A
2003,240000630,MK09,81.21,C
2004,240002913,MK07,77.92,C
2005,240000575,MK06,78.69,A
2006,240003870,MK07,66.14,B+
2007,240002391,MK09,98.69,C
2008,240001676,MK01,95.5,B
2009,240000157,MK09,83.49,A
2010,240003450,MK10,76.0,C
2011,240003761,MK06,94.13,B+
2012,240003038,MK06,83.36,B
2013,240004846,MK06,78.3,B
2014,240001232,MK10,78.47,C
2015,240002611,MK01,97.53,B
2016,240004370,MK04,84.7,B
2017,240001637,MK06,75.44,B+
2018,240002321,MK09,68.82,B+
2019,240002156,MK07,83.59,A
2020,240001220,MK10,90.11,B
2021,240003626,MK09,97.06,B+
2022,240000575,MK07,80.56,B+
2023,240002496,MK10,94.58,A
2024,240003607,MK02,99.21,A
2025,240004340,MK04,94.37,C
2026,240003282,MK07,74.53,B+
2027,240000334,MK02,92.29,B
2028,240003804,MK09,62.63,C
2029,240001222,MK06,97.11,B
2030,240004906,MK08,89.17,B
2031,240001005,MK04,77.16,B+
2032,240002406,MK02,65.22,A
2033,240003813,MK06,68.16,C
2034,240004285,MK09,88.19,C
2035,240003510,MK03,99.65,B
2036,240002308,MK01,77.01,B+
2037,240001982,MK02,95.07,A
2038,240000831,MK05,74.53,A
2039,240000455,MK08,74.72,B+
2040,240002953,MK03,75.46,C
2041,240004527,MK05,71.58,C
2042,240003445,MK04,83.89,A
2043,240000489,MK02,62.23,A
2044,240003544,MK09,71.37,C
2045,240000454,MK08,72.73,B
2046,240002130,MK09,84.3,B
2047,240003300,MK06,90.39,B+
2048,240001595,MK10,62.05,B+
2049,240000593,MK06,93.34,B
2050,240000938,MK01,95.95,B
2051,240002837,MK03,68.11,C
2052,240000909,MK05,90.19,B+
2053,240004560,MK05,82.24,B+
2054,240004440,MK01,95.34,A
2055,240000084,MK05,88.92,A
2056,240002220,MK04,81.18,B+
2057,240004739,MK02,61.28,C
2058,240002264,MK09,86.77,A
2059,240000864,MK08,65.71,B
2060,240001125,MK02,87.68,B+
2061,240004631,MK01,94.59,B+
2062,240003114,MK01,60.31,A
2063,240003686,MK01,83.86,B+
2064,240000313,MK02,89.65,A
2065,240001935,MK04,61.58,C
2066,240002729,MK02,91.46,A
2067,240001588,MK04,63.95,B+
2068,240004615,MK04,65.27,A
2069,240004236,MK10,86.06,A
2070,240000766,MK08,86.53,B
2071,240004905,MK01,98.7,A
2072,240003925,MK03,83.61,B
2073,240001029,MK09,93.69,B
2074,240004345,MK06,84.44,B+
2075,240000309,MK10,97.05,B+
2076,240001155,MK01,83.63,C
2077,240000227,MK10,77.15,C
2078,240002639,MK01,93.22,B+
2079,240002882,MK05,81.59,B
2080,240001384,MK10,95.9,A
2081,240002606,MK07,60.56,C
2082,240001411,MK09,73.33,B+
2083,240001967,MK01,71.92,C
2084,240000072,MK10,80.18,A
2085,240000059,MK03,63.94,B
2086,240003361,MK04,84.96,A
2087,240001721,MK04,74.05,B+
2088,240003161,MK04,88.71,B
2089,240001156,MK05,82.35,B
2090,240001179,MK05,97.01,B+
2091,240004216,MK09,67.09,B
2092,240000646,MK06,74.51,B
2093,240002312,MK05,76.33,C
2094,240004348,MK04,69.69,B
2095,240002847,MK07,60.93,A
2096,240003945,MK05,89.81,B
2097,240003638,MK07,67.91,B+
2098,240003331,MK08,87.12,B+
2099,240002929,MK10,75.52,A
2100,240003119,MK02,95.32,B
2101,240000983,MK10,86.44,C
2102,240000508,MK02,92.3,B
2103,240004346,MK06,66.43,B+
2104,240003946,MK04,82.42,B
2105,240001900,MK02,75.97,C
2106,240001782,MK06,77.67,C
2107,240002205,MK03,72.25,B
2108,240004448,MK03,78.78,B
2109,240002808,MK01,70.67,B
2110,240001252,MK10,89.96,C
2111,240000274,MK10,79.21,B+
2112,240003994,MK05,96.4,B
2113,240004394,MK05,91.71,B
2114,240004510,MK08,72.16,B+
2115,240001603,MK06,93.31,A
2116,240000816,MK04,60.0,A
2117,240002887,MK03,61.21,B+
2118,240003956,MK06,75.03,A
2119,240000341,MK02,84.22,C
2120,240002799,MK02,62.38,B+
2121,240004974,MK04,96.41,B
2122,240000166,MK04,67.72,A
2123,240001234,MK10,68.24,A
2124,240001700,MK09,64.85,B
2125,240003753,MK01,88.33,C
2126,240002867,MK04,81.31,B+
2127,240004226,MK06,83.54,B
2128,240003766,MK06,82.85,C
2129,240001887,MK07,97.85,C
2130,240003197,MK03,76.51,A
2131,240004685,MK06,80.95,C
2132,240004310,MK07,64.81,A
2133,240000149,MK02,66.56,B+
2134,240003913,MK05,73.36,B+
2135,240003095,MK10,87.82,A
2136,240003773,MK04,77.53,B+
2137,240002105,MK07,68.47,B+
2138,240004933,MK02,72.98,B
2139,240004916,MK07,60.86,A
2140,240001983,MK05,95.62,B
2141,240001480,MK01,99.55,B
2142,240000567,MK07,73.64,B
2143,240000914,MK09,65.04,B+
2144,240001556,MK10,72.25,B
2145,240002094,MK03,78.21,B
2146,240001108,MK08,93.93,B
2147,240001504,MK10,99.98,B+
2148,240000491,MK02,98.48,B+
2149,240004331,MK04,90.98,C
2150,240000640,MK08,92.52,B
2151,240003708,MK07,69.29,C
2152,240000932,MK01,70.54,C
2153,240003173,MK09,96.83,B+
2154,240000730,MK04,61.79,B
2155,240001041,MK01,97.08,B+
2156,240004450,MK01,92.69,B+
2157,240002281,MK03,99.29,B+
2158,240003246,MK01,81.79,A
2159,240002385,MK07,77.65,B+
2160,240001572,MK07,85.22,B+
2161,240000794,MK08,79.38,C
2162,240003520,MK07,75.3,B
2163,240004161,MK05,63.89,A
2164,240004535,MK05,85.02,C
2165,240000707,MK06,65.82,B+
2166,240000473,MK02,71.88,B+
2167,240001925,MK08,81.39,A
2168,240004868,MK10,78.85,C
2169,240002008,MK05,67.14,C
2170,240000126,MK04,66.88,C
2171,240003410,MK04,87.48,A
2172,240003562,MK08,94.94,C
2173,240004290,MK08,65.39,B+
2174,240004867,MK05,81.53,C
2175,240001219,MK05,84.12,B
2176,240002008,MK02,74.68,B
2177,240002075,MK10,90.58,C
2178,240000428,MK08,90.52,B
2179,240004058,MK09,62.45,A
2180,240001804,MK06,86.45,B+
2181,240003808,MK04,72.48,C
2182,240004850,MK05,96.0,B
2183,240003200,MK02,72.97,C
2184,240001830,MK09,73.82,B
2185,240000162,MK07,65.17,A
2186,240004175,MK08,62.81,B+
2187,240002695,MK01,74.77,B
2188,240004683,MK05,75.33,C
2189,240000398,MK02,70.18,C
2190,240004988,MK06,99.78,B
2191,240000811,MK06,96.77,C
2192,240002462,MK05,82.77,B+
2193,240001721,MK06,85.19,B+
2194,240004676,MK04,98.99,C
2195,240001011,MK03,93.85,B+
2196,240001450,MK01,60.02,C
2197,240001509,MK06,74.54,B+
2198,240003960,MK02,66.58,A
2199,240001359,MK01,96.45,C
2200,240002432,MK03,83.25,C
2201,240002267,MK02,93.76,B+
2202,240002839,MK10,75.8,A
2203,240004343,MK05,76.17,B
2204,240002989,MK05,92.84,B+
2205,240001283,MK01,84.09,B
2206,240003970,MK06,94.34,C
2207,240004300,MK10,64.04,A
2208,240004562,MK06,88.67,A
2209,240002718,MK01,71.86,C
2210,240003472,MK02,68.95,A
2211,240004921,MK10,94.63,B+
2212,240004689,MK03,97.32,B+
2213,240004681,MK03,87.39,B+
2214,240000725,MK05,80.21,A
2215,240003843,MK05,68.6,C
2216,240003790,MK07,61.33,B+
2217,240001360,MK06,78.58,B+
2218,240004733,MK04,87.92,C
2219,240001458,MK05,62.48,B
2220,240002960,MK09,62.24,A
2221,240000895,MK04,74.38,B+
2222,240000735,MK03,95.45,C
2223,240003399,MK10,90.26,B
2224,240003748,MK01,73.41,A
2225,240000697,MK08,96.94,A
2226,240001864,MK06,90.86,A
2227,240000305,MK09,99.57,A
2228,240003506,MK10,75.37,C
2229,240002401,MK08,97.3,B
2230,240001032,MK09,70.04,C
2231,240000588,MK10,60.73,B
2232,240004643,MK02,64.87,B+
2233,240000066,MK03,77.79,B
2234,240001842,MK04,81.35,B
2235,240004611,MK01,71.9,B
2236,240004601,MK06,65.49,A
2237,240000035,MK03,64.3,B
2238,240000416,MK01,76.55,C
2239,240000624,MK05,92.75,C
2240,240002898,MK03,93.61,A
2241,240000995,MK08,88.85,A
2242,240000695,MK02,72.27,B+
2243,240002381,MK05,73.1,A
2244,240004078,MK06,61.99,C
2245,240001839,MK07,99.97,C
2246,240002478,MK03,91.51,B+
2247,240003334,MK01,75.94,B
2248,240002752,MK07,77.78,B
2249,240003368,MK08,61.68,B+
2250,240002172,MK04,66.81,C
2251,240003655,MK03,62.41,B
2252,240004832,MK05,94.25,B+
2253,240002529,MK04,87.33,B
2254,240001031,MK03,60.58,B
2255,240001098,MK10,87.78,B+
2256,240004572,MK09,82.37,B+
2257,240003222,MK06,89.52,B+
2258,240004198,MK05,97.2,B+
2259,240004321,MK06,93.33,C
2260,240001921,MK01,61.4,B
2261,240001687,MK04,95.96,B
2262,240004270,MK09,73.51,B+
2263,240001680,MK02,72.35,A
2264,240000214,MK05,76.25,A
2265,240003749,MK01,63.41,A
2266,240000426,MK03,82.88,B+
2267,240001533,MK08,90.72,A
2268,240001547,MK02,91.3,B+
2269,240001400,MK08,76.22,B+
2270,240001198,MK08,92.95,A
2271,240000427,MK09,72.82,C
2272,240003973,MK02,66.83,A
2273,240002992,MK09,79.15,B
2274,240001239,MK02,75.89,B+
2275,240001569,MK05,90.07,B
2276,240000281,MK10,73.1,A
2277,240001819,MK01,84.37,C
2278,240001044,MK10,81.37,A
2279,240004793,MK03,81.3,B+
2280,240002140,MK10,75.66,B+
2281,240000756,MK08,93.13,B
2282,240004628,MK05,88.29,A
2283,240000788,MK03,92.36,B+
2284,240004122,MK06,78.94,B+
2285,240003226,MK03,77.07,C
2286,240001972,MK10,97.81,A
2287,240004831,MK05,96.7,B
2288,240002397,MK06,69.95,B+
2289,240001589,MK08,71.32,C
2290,240002704,MK10,76.11,B
2291,240001749,MK05,96.23,A
2292,240003907,MK07,80.46,C
2293,240004031,MK07,92.86,B
2294,240001300,MK10,80.41,B
2295,240003586,MK01,60.6,B+
2296,240001406,MK02,99.67,C
2297,240002491,MK06,97.87,B
2298,240001461,MK05,79.68,A
2299,240001330,MK05,87.23,A
2300,240004829,MK09,88.31,B
2301,240002427,MK05,65.44,C
2302,240004314,MK08,60.81,B
2303,240002781,MK05,66.7,B+
2304,240004385,MK01,72.09,B+
2305,240001799,MK09,76.92,A
2306,240000766,MK01,71.0,C
2307,240004946,MK06,69.66,B
2308,240002684,MK09,68.58,B
2309,240003593,MK10,81.92,C
2310,240003538,MK09,71.54,B
2311,240000825,MK03,63.27,A
2312,240000234,MK10,69.36,B+
2313,240000412,MK01,72.73,B
2314,240004235,MK03,82.67,C
2315,240002127,MK10,84.88,B+
2316,240004105,MK02,61.19,B+
2317,240002318,MK05,68.44,C
2318,240001891,MK08,84.46,A
2319,240001154,MK07,82.12,B
2320,240002252,MK09,86.0,C
2321,240003630,MK06,63.91,B
2322,240002024,MK02,77.82,B+
2323,240004163,MK07,74.78,C
2324,240002660,MK06,76.41,B+
2325,240004169,MK01,84.61,B
2326,240003459,MK08,93.66,B
2327,240003643,MK01,76.13,A
2328,240004291,MK01,62.57,B
2329,240000687,MK06,82.45,B
2330,240002747,MK06,97.72,B
2331,240003325,MK02,88.02,B+
2332,240004900,MK02,80.66,C
2333,240000702,MK05,65.25,C
2334,240001958,MK01,76.94,B
2335,240002046,MK04,63.83,B
2336,240003930,MK02,99.79,B
2337,240002098,MK05,88.06,A
2338,240003293,MK10,92.38,B
2339,240003684,MK03,88.9,B
2340,240001701,MK09,84.82,A
2341,240004233,MK10,96.13,A
2342,240004770,MK01,71.32,B
2343,240000616,MK07,88.59,B+
2344,240002955,MK01,93.77,A
2345,240002024,MK10,77.5,B+
2346,240003615,MK01,93.12,A
2347,240004391,MK05,96.9,C
2348,240001976,MK08,86.19,B
2349,240002359,MK09,80.31,A
2350,240000108,MK04,69.32,A
2351,240004833,MK06,70.75,C
2352,240002082,MK10,86.54,B
2353,240001933,MK04,79.11,A
2354,240003601,MK03,99.93,B
2355,240000986,MK10,66.4,B
2356,240004595,MK06,82.68,C
2357,240002558,MK05,73.27,A
2358,240000488,MK10,63.83,A
2359,240000320,MK08,85.93,B+
2360,240001874,MK03,61.29,A
2361,240001776,MK04,71.19,B
2362,240001444,MK07,60.15,B+
2363,240000920,MK04,94.32,B+
2364,240003093,MK08,62.88,A
2365,240001398,MK04,96.65,C
2366,240001226,MK07,92.59,B+
2367,240000293,MK07,92.46,C
2368,240001533,MK03,89.4,B+
2369,240000810,MK09,74.56,B
2370,240002183,MK01,73.25,A
2371,240000715,MK03,76.65,C
2372,240002085,MK03,67.14,B+
2373,240001765,MK08,77.1,B+
2374,240000387,MK05,75.96,B
2375,240000138,MK06,77.38,C
2376,240001911,MK10,87.92,B+
2377,240004376,MK07,82.86,C
2378,240001208,MK02,83.34,A
2379,240003181,MK06,72.48,B
2380,240004539,MK04,98.37,B
2381,240002150,MK05,97.52,B+
2382,240002738,MK03,93.17,B+
2383,240003204,MK06,99.5,B
2384,240003481,MK02,78.13,A
2385,240002361,MK01,69.35,A
2386,240001960,MK05,60.58,B
2387,240000532,MK07,99.67,C
2388,240001905,MK06,96.51,B+
2389,240003111,MK05,69.05,C
2390,240002567,MK10,74.89,B
2391,240000556,MK05,81.74,C
2392,240002655,MK05,77.54,A
2393,240000153,MK03,98.1,C
2394,240004850,MK10,96.42,B
2395,240004856,MK03,63.97,B
2396,240002346,MK01,85.74,B+
2397,240001745,MK07,84.19,C
2398,240003971,MK05,62.24,B+
2399,240003622,MK01,80.97,B
2400,240004613,MK08,62.4,B+
2401,240003392,MK09,76.34,B+
2402,240002050,MK02,94.34,B+
2403,240000145,MK05,60.23,C
2404,240001864,MK04,87.12,B+
2405,240001752,MK02,62.35,A
2406,240003447,MK03,81.37,C
2407,240002368,MK08,85.53,C
2408,240001658,MK01,60.58,A
2409,240003226,MK06,75.77,B
2410,240004267,MK10,65.55,A
2411,240003668,MK06,73.66,B
2412,240000951,MK07,67.1,B+
2413,240000144,MK04,84.07,B+
2414,240002071,MK02,62.22,B+
2415,240001516,MK01,90.0,A
2416,240000991,MK03,97.68,A
2417,240001963,MK04,72.74,B+
2418,240004057,MK07,76.39,A
2419,240001071,MK01,89.26,B
2420,240003195,MK07,73.4,C
2421,240003170,MK07,67.56,B
2422,240002176,MK04,60.25,A
2423,240000789,MK04,90.43,B+
2424,240002911,MK05,97.93,B+
2425,240004634,MK02,71.83,C
2426,240002066,MK05,74.71,A
2427,240004413,MK02,65.43,B+
2428,240003576,MK07,60.64,B+
2429,240002160,MK02,96.29,A
2430,240002055,MK04,75.4,B+
2431,240003014,MK08,89.15,B+
2432,240002060,MK04,98.51,B+
2433,240001634,MK09,76.18,C
2434,240002794,MK04,89.03,B+
2435,240002937,MK01,65.04,C
2436,240003323,MK10,86.69,B+
2437,240000986,MK01,88.49,C
2438,240003463,MK03,78.98,C
2439,240003450,MK09,99.69,C
2440,240002587,MK02,78.58,A
2441,240004633,MK01,61.91,B
2442,240004665,MK01,61.36,C
2443,240002191,MK06,68.74,A
2444,240004858,MK09,89.96,C
2445,240004494,MK10,89.0,C
2446,240003502,MK06,71.32,B+
2447,240002424,MK03,92.01,B
2448,240003604,MK06,84.56,C
2449,240000985,MK01,94.93,A
2450,240001914,MK07,76.94,C
2451,240001314,MK03,61.53,B+
2452,240003284,MK01,90.24,B
2453,240003467,MK02,64.06,C
2454,240004815,MK08,96.12,B
2455,240003482,MK03,61.59,C
2456,240004550,MK08,81.97,B
2457,240000040,MK01,97.08,B
2458,240004421,MK07,86.33,B+
2459,240004891,MK03,80.66,A
2460,240003481,MK07,74.83,A
2461,240003610,MK03,95.55,C
2462,240001775,MK07,78.31,C
2463,240003416,MK07,73.72,B
2464,240000515,MK09,63.16,C
2465,240003542,MK07,97.93,B
2466,240001466,MK08,64.03,B
2467,240003358,MK08,91.67,B+
2468,240004625,MK05,82.67,B+
2469,240000400,MK07,95.84,A
2470,240004557,MK05,65.04,C
2471,240003027,MK09,69.17,B
2472,240002129,MK02,91.31,B+
2473,240003887,MK08,62.36,C
2474,240001406,MK10,92.26,B
2475,240002794,MK10,90.94,C
2476,240000969,MK05,60.73,A
2477,240002173,MK08,88.72,B+
2478,240003178,MK08,65.02,A
2479,240003121,MK04,67.62,B
2480,240001434,MK07,69.88,B+
2481,240003988,MK10,70.87,B
2482,240004091,MK05,64.13,A
2483,240003216,MK02,67.08,C
2484,240002522,MK10,66.08,B+
